Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
827,2,3,1962,3.43355389503107,1,6,198773.475712759
3810,2,1,1981,4.24587732534614,2,5,821117.748211663
3800,5,2,1995,4.8896286274131,1,1,888184.303843165
4175,3,1,1972,2.63373933322394,1,9,869924.342137909
3554,2,2,1994,0.80012246632452,1,9,734201.461577982
2643,3,3,1966,0.716415396854159,0,9,530326.786533461
1811,4,2,2015,1.83049267672229,1,8,436325.076183685
3691,1,2,1955,4.69645065208603,0,10,758140.627251771
3038,5,1,1967,2.85445874736894,0,3,647006.812552705
4483,3,1,1971,1.72303932236058,1,1,921002.248222852
664,2,2,1982,2.29625057529959,2,8,170024.875916571
4777,3,3,1979,3.19367798332102,2,7,1009807.439056
1322,2,3,1981,3.43827346162029,2,5,345655.794854902
1443,3,1,1991,1.19263779402307,1,10,320689.218821798
4925,2,3,1959,4.89664254445329,2,7,1034380.20416167
1274,4,1,1985,2.95147502142255,0,10,304653.63604893
2698,2,3,1983,1.11059743006526,2,4,571367.825279263
3656,2,2,2022,4.5213586400576,1,9,856066.300533838
4742,1,1,1977,0.83587293985743,2,10,931856.969515273
4195,2,1,1960,4.58480944929881,0,2,882532.548933042
3952,1,2,1988,4.98454545330042,1,9,875163.04606923
1414,5,1,1996,3.65194309620427,2,9,372292.603392318
1808,1,3,1968,3.96701249483295,1,5,402330.051233892
4677,4,3,1964,2.01786276410369,1,1,965304.848987818
1013,1,1,1977,4.7370958373027,1,7,248621.826148737
2420,5,3,1973,2.88371284748765,2,10,560889.792968886
4094,4,1,2021,3.795748009689,1,10,933332.720126159
1909,3,2,1958,4.65848472160076,2,4,453579.105534216
3690,3,1,1996,4.88830989188979,0,9,814843.68773213
4991,1,2,1982,4.24941960468503,2,6,1037268.04342802
2055,1,3,2011,1.86357878141914,0,3,460741.233928525
1304,5,2,1968,4.84946382448437,2,6,357477.332666952
1779,5,3,2016,3.32653789059607,1,10,480192.245235792
4077,2,1,1989,4.68789114358382,2,6,886451.634678667
3401,5,3,1996,3.54247261616458,1,5,786584.610239108
1887,2,1,2014,1.88257532831474,0,2,439793.078008244
3261,4,1,1978,2.16511035864267,2,10,701493.997069265
3179,1,2,1999,2.97712299696323,1,10,683723.160704418
2606,4,2,1962,4.05506678701947,0,2,572024.023634332
4723,5,2,1950,1.93092148103151,0,7,964865.298638695
3268,4,2,1983,3.10879024760386,2,2,742599.253332364
